DATE,watershed,Precip
10/20/1960,W2,7.6
10/20/1960,W3,7.6
10/20/1960,W4,9.7
10/21/1960,W1,0
10/21/1960,W2,0
10/21/1960,W3,0
10/21/1960,W4,0
10/22/1960,W1,0
10/22/1960,W2,0
10/22/1960,W3,0
10/22/1960,W4,0
10/23/1960,W1,15.7
10/23/1960,W2,15.7
10/23/1960,W3,15.7
10/23/1960,W4,14
10/24/1960,W1,26.7
10/24/1960,W2,26.7
10/24/1960,W3,26.7
10/24/1960,W4,30
10/25/1960,W1,24.6
10/25/1960,W2,24.4
10/25/1960,W3,24.6
10/25/1960,W4,22.9
10/26/1960,W1,0
10/26/1960,W2,0
10/26/1960,W3,0
10/26/1960,W4,1
10/27/1960,W1,0
10/27/1960,W2,0
10/27/1960,W3,0
10/27/1960,W4,0
10/28/1960,W1,0
10/28/1960,W2,0
10/28/1960,W3,0
10/28/1960,W4,0
10/29/1960,W1,0
10/29/1960,W2,0
10/29/1960,W3,0
10/29/1960,W4,0
10/30/1960,W1,0
10/30/1960,W2,0
10/30/1960,W3,0
10/30/1960,W4,0
10/31/1960,W1,0.8
10/31/1960,W2,1
10/31/1960,W3,0.8
10/31/1960,W4,0
11/1/1960,W1,23.1
11/1/1960,W2,23.6
11/1/1960,W3,23.6
11/1/1960,W4,25.1
11/2/1960,W1,0.3
11/2/1960,W2,0.3
11/2/1960,W3,0.3
11/2/1960,W4,0.3
11/3/1960,W1,1.5
11/3/1960,W2,1.3
11/3/1960,W3,1.5
11/3/1960,W4,1.5
11/4/1960,W1,0.8
11/4/1960,W2,1
11/4/1960,W3,0.8
11/4/1960,W4,0.8
11/5/1960,W1,2.3
11/5/1960,W2,2.5
11/5/1960,W3,2.3
11/5/1960,W4,2.5
11/6/1960,W1,0.3
11/6/1960,W2,0.3
11/6/1960,W3,0.3
11/6/1960,W4,0.3
11/7/1960,W1,0
11/7/1960,W2,0
11/7/1960,W3,0
11/7/1960,W4,0
11/8/1960,W1,0
11/8/1960,W2,0
11/8/1960,W3,0
11/8/1960,W4,0
11/9/1960,W1,1.8
11/9/1960,W2,1.8
11/9/1960,W3,1.8
11/9/1960,W4,2
11/10/1960,W1,6.3
11/10/1960,W2,6.1
11/10/1960,W3,6.3
11/10/1960,W4,7.1
11/11/1960,W1,0
11/11/1960,W2,0
11/11/1960,W3,0
11/11/1960,W4,0
11/12/1960,W1,0
11/12/1960,W2,0
11/12/1960,W3,0
11/12/1960,W4,0
11/13/1960,W1,0
11/13/1960,W2,0
11/13/1960,W3,0
11/13/1960,W4,0
11/14/1960,W1,0
11/14/1960,W2,0
11/14/1960,W3,0
11/14/1960,W4,0
11/15/1960,W1,8.4
11/15/1960,W2,8.6
11/15/1960,W3,8.4
11/15/1960,W4,8.6
11/16/1960,W1,1.5
11/16/1960,W2,1.5
11/16/1960,W3,1.5
11/16/1960,W4,0.8
11/17/1960,W1,0
11/17/1960,W2,0
11/17/1960,W3,0
11/17/1960,W4,0
11/18/1960,W1,0
11/18/1960,W2,0
11/18/1960,W3,0
11/18/1960,W4,0
11/19/1960,W1,0
11/19/1960,W2,0
11/19/1960,W3,0
11/19/1960,W4,0
11/20/1960,W1,0
11/20/1960,W2,0
11/20/1960,W3,0
11/20/1960,W4,0
11/21/1960,W1,0
11/21/1960,W2,0
11/21/1960,W3,0
11/21/1960,W4,0
11/22/1960,W1,0
11/22/1960,W2,0
11/22/1960,W3,0
11/22/1960,W4,0
11/23/1960,W1,1.8
11/23/1960,W2,1.8
11/23/1960,W3,1.8
11/23/1960,W4,2.8
11/24/1960,W1,0
11/24/1960,W2,0
11/24/1960,W3,0
11/24/1960,W4,0
11/25/1960,W1,0
11/25/1960,W2,0
11/25/1960,W3,0
11/25/1960,W4,0
11/26/1960,W1,0
11/26/1960,W2,0
11/26/1960,W3,0
11/26/1960,W4,0
11/27/1960,W1,0
11/27/1960,W2,0
11/27/1960,W3,0
11/27/1960,W4,0
11/28/1960,W1,3.8
11/28/1960,W2,3.8
11/28/1960,W3,4.1
11/28/1960,W4,3.6
11/29/1960,W1,34.5
11/29/1960,W2,34
11/29/1960,W3,35.6
11/29/1960,W4,32.3
11/30/1960,W1,1
11/30/1960,W2,1
11/30/1960,W3,1
11/30/1960,W4,0.5
12/1/1960,W1,0
12/1/1960,W2,0
12/1/1960,W3,0
12/1/1960,W4,1.3
12/2/1960,W1,0
12/2/1960,W2,0
12/2/1960,W3,0
12/2/1960,W4,0
12/3/1960,W1,0
12/3/1960,W2,0
12/3/1960,W3,0
12/3/1960,W4,0
12/4/1960,W1,0
12/4/1960,W2,0
12/4/1960,W3,0
12/4/1960,W4,0
12/5/1960,W1,0
12/5/1960,W2,0
12/5/1960,W3,0
12/5/1960,W4,0
12/6/1960,W1,0
12/6/1960,W2,0
12/6/1960,W3,0
12/6/1960,W4,0
12/7/1960,W1,1
12/7/1960,W2,1.3
12/7/1960,W3,1
12/7/1960,W4,0.5
12/8/1960,W1,0.3
12/8/1960,W2,0.3
12/8/1960,W3,0.3
12/8/1960,W4,0.8
12/9/1960,W1,0
12/9/1960,W2,0
12/9/1960,W3,0
12/9/1960,W4,0
12/10/1960,W1,1.5
12/10/1960,W2,1.5
12/10/1960,W3,1.3
12/10/1960,W4,2.5
12/11/1960,W1,0
12/11/1960,W2,0
12/11/1960,W3,0
12/11/1960,W4,0
12/12/1960,W1,11.9
12/12/1960,W2,12.2
12/12/1960,W3,10.9
12/12/1960,W4,10.4
12/13/1960,W1,0
12/13/1960,W2,0
12/13/1960,W3,0
12/13/1960,W4,0
12/14/1960,W1,0
12/14/1960,W2,0
12/14/1960,W3,0
12/14/1960,W4,0
12/15/1960,W1,0
12/15/1960,W2,0
12/15/1960,W3,0
12/15/1960,W4,0
12/16/1960,W1,17.5
12/16/1960,W2,17.5
12/16/1960,W3,19
12/16/1960,W4,19.3
12/17/1960,W1,2.8
12/17/1960,W2,2.8
12/17/1960,W3,3
12/17/1960,W4,0.3
12/18/1960,W1,0
12/18/1960,W2,0
12/18/1960,W3,0
12/18/1960,W4,0
12/19/1960,W1,0.5
12/19/1960,W2,0.5
12/19/1960,W3,0.5
12/19/1960,W4,0.5
12/20/1960,W1,0
12/20/1960,W2,0
12/20/1960,W3,0
12/20/1960,W4,0
12/21/1960,W1,27.4
12/21/1960,W2,27.2
12/21/1960,W3,28.2
12/21/1960,W4,26.7
12/22/1960,W1,0.3
12/22/1960,W2,0.3
12/22/1960,W3,0.3
12/22/1960,W4,0.3
12/23/1960,W1,0
12/23/1960,W2,0
12/23/1960,W3,0
12/23/1960,W4,0
12/24/1960,W1,0
12/24/1960,W2,0
12/24/1960,W3,0
12/24/1960,W4,0
12/25/1960,W1,2
12/25/1960,W2,2
12/25/1960,W3,2.3
12/25/1960,W4,2
12/26/1960,W1,0
12/26/1960,W2,0
12/26/1960,W3,0
12/26/1960,W4,0
12/27/1960,W1,0.8
12/27/1960,W2,0.8
12/27/1960,W3,0.8
12/27/1960,W4,1
12/28/1960,W1,0
12/28/1960,W2,0
12/28/1960,W3,0
12/28/1960,W4,0
12/29/1960,W1,4.8
12/29/1960,W2,4.8
12/29/1960,W3,5.1
12/29/1960,W4,3.6
12/30/1960,W1,0.8
12/30/1960,W2,0.8
12/30/1960,W3,0.8
12/30/1960,W4,0.3
12/31/1960,W1,0
12/31/1960,W2,0
12/31/1960,W3,0
12/31/1960,W4,0
1/1/1961,W1,19.3
1/1/1961,W2,19
1/1/1961,W3,20.1
1/1/1961,W4,20.3
1/2/1961,W1,0
1/2/1961,W2,0
1/2/1961,W3,0
1/2/1961,W4,0
1/3/1961,W1,0
1/3/1961,W2,0
1/3/1961,W3,0
1/3/1961,W4,0
1/4/1961,W1,0
1/4/1961,W2,0
1/4/1961,W3,0
1/4/1961,W4,0
1/5/1961,W1,0
1/5/1961,W2,0
1/5/1961,W3,0
1/5/1961,W4,0
1/6/1961,W1,0
1/6/1961,W2,0
1/6/1961,W3,0
1/6/1961,W4,0
1/7/1961,W1,0
1/7/1961,W2,0
1/7/1961,W3,0
1/7/1961,W4,0
1/8/1961,W1,3
1/8/1961,W2,3
1/8/1961,W3,2.8
1/8/1961,W4,2.5
1/9/1961,W1,0.5
1/9/1961,W2,0.5
1/9/1961,W3,0.5
1/9/1961,W4,0
1/10/1961,W1,0
1/10/1961,W2,0
1/10/1961,W3,0
1/10/1961,W4,0
1/11/1961,W1,0
1/11/1961,W2,0
1/11/1961,W3,0
1/11/1961,W4,0
1/12/1961,W1,0
1/12/1961,W2,0
1/12/1961,W3,0
1/12/1961,W4,0
1/13/1961,W1,0
1/13/1961,W2,0
1/13/1961,W3,0
1/13/1961,W4,0
1/14/1961,W1,0
1/14/1961,W2,0
1/14/1961,W3,0
1/14/1961,W4,0
1/15/1961,W1,0.3
1/15/1961,W2,0.3
1/15/1961,W3,0.3
1/15/1961,W4,0.3
1/16/1961,W1,1.3
1/16/1961,W2,1.3
1/16/1961,W3,1
1/16/1961,W4,0.8
1/17/1961,W1,0
1/17/1961,W2,0
1/17/1961,W3,0
1/17/1961,W4,0
1/18/1961,W1,0.8
1/18/1961,W2,0.8
1/18/1961,W3,0.8
1/18/1961,W4,0.8
1/19/1961,W1,0
1/19/1961,W2,0
1/19/1961,W3,0
1/19/1961,W4,0
1/20/1961,W1,4.1
1/20/1961,W2,4.1
1/20/1961,W3,3.8
1/20/1961,W4,3.6
1/21/1961,W1,0
1/21/1961,W2,0
1/21/1961,W3,0
1/21/1961,W4,0
1/22/1961,W1,0
1/22/1961,W2,0
1/22/1961,W3,0
1/22/1961,W4,0
1/23/1961,W1,0
1/23/1961,W2,0
1/23/1961,W3,0
1/23/1961,W4,0
1/24/1961,W1,0
1/24/1961,W2,0
1/24/1961,W3,0
1/24/1961,W4,0
1/25/1961,W1,0
1/25/1961,W2,0
1/25/1961,W3,0
1/25/1961,W4,0
1/26/1961,W1,1
1/26/1961,W2,1
1/26/1961,W3,1
1/26/1961,W4,1
1/27/1961,W1,0.8
1/27/1961,W2,0.8
1/27/1961,W3,0.8
1/27/1961,W4,0.8
1/28/1961,W1,0
1/28/1961,W2,0
1/28/1961,W3,0
1/28/1961,W4,0
1/29/1961,W1,0
1/29/1961,W2,0
1/29/1961,W3,0
1/29/1961,W4,0
1/30/1961,W1,0
1/30/1961,W2,0
1/30/1961,W3,0
1/30/1961,W4,0
1/31/1961,W1,0.5
1/31/1961,W2,0.5
1/31/1961,W3,0.5
1/31/1961,W4,0.8
2/1/1961,W1,0
2/1/1961,W2,0
2/1/1961,W3,0
2/1/1961,W4,0
2/2/1961,W1,0
2/2/1961,W2,0
2/2/1961,W3,0
2/2/1961,W4,0
2/3/1961,W1,0
2/3/1961,W2,0
2/3/1961,W3,0
2/3/1961,W4,0
2/4/1961,W1,7.6
2/4/1961,W2,7.9
2/4/1961,W3,8.1
2/4/1961,W4,6.3
2/5/1961,W1,0.5
2/5/1961,W2,0.5
2/5/1961,W3,0.5
2/5/1961,W4,1.8
2/6/1961,W1,0
2/6/1961,W2,0
2/6/1961,W3,0
2/6/1961,W4,0
2/7/1961,W1,0
2/7/1961,W2,0
2/7/1961,W3,0
2/7/1961,W4,0
2/8/1961,W1,0
2/8/1961,W2,0
2/8/1961,W3,0
2/8/1961,W4,0
2/9/1961,W1,0
2/9/1961,W2,0
2/9/1961,W3,0
2/9/1961,W4,0
2/10/1961,W1,0
2/10/1961,W2,0
2/10/1961,W3,0
2/10/1961,W4,0
2/11/1961,W1,0
2/11/1961,W2,0
2/11/1961,W3,0
2/11/1961,W4,0
2/12/1961,W1,0
2/12/1961,W2,0
2/12/1961,W3,0
2/12/1961,W4,0
2/13/1961,W1,0.3
2/13/1961,W2,0.3
2/13/1961,W3,0.3
2/13/1961,W4,0.5
2/14/1961,W1,5.8
2/14/1961,W2,6.1
2/14/1961,W3,6.1
2/14/1961,W4,6.3
2/15/1961,W1,0.8
2/15/1961,W2,0.8
2/15/1961,W3,0.8
2/15/1961,W4,0.8
2/16/1961,W1,0
2/16/1961,W2,0
2/16/1961,W3,0
2/16/1961,W4,0
2/17/1961,W1,4.8
2/17/1961,W2,4.8
2/17/1961,W3,5.1
2/17/1961,W4,5.1
2/18/1961,W1,4.6
2/18/1961,W2,4.6
2/18/1961,W3,4.8
2/18/1961,W4,3
2/19/1961,W1,2
2/19/1961,W2,2
2/19/1961,W3,2
2/19/1961,W4,5.1
2/20/1961,W1,0
2/20/1961,W2,0
2/20/1961,W3,0
2/20/1961,W4,0
2/21/1961,W1,0
2/21/1961,W2,0
2/21/1961,W3,0
2/21/1961,W4,0
2/22/1961,W1,0
2/22/1961,W2,0
2/22/1961,W3,0
2/22/1961,W4,0
2/23/1961,W1,24.6
2/23/1961,W2,24.4
2/23/1961,W3,25.1
2/23/1961,W4,22.9
2/24/1961,W1,2
2/24/1961,W2,2
2/24/1961,W3,2
2/24/1961,W4,2
2/25/1961,W1,31.7
2/25/1961,W2,31.5
2/25/1961,W3,32.3
2/25/1961,W4,34.5
2/26/1961,W1,11.9
2/26/1961,W2,11.9
2/26/1961,W3,12.2
2/26/1961,W4,13
2/27/1961,W1,0
2/27/1961,W2,0
2/27/1961,W3,0
2/27/1961,W4,0
2/28/1961,W1,0
2/28/1961,W2,0
2/28/1961,W3,0
2/28/1961,W4,0
3/1/1961,W1,2.8
3/1/1961,W2,2.8
3/1/1961,W3,3
3/1/1961,W4,3
3/2/1961,W1,2.5
3/2/1961,W2,2.5
3/2/1961,W3,2.8
3/2/1961,W4,3.6
3/3/1961,W1,0
3/3/1961,W2,0
3/3/1961,W3,0
3/3/1961,W4,0
3/4/1961,W1,0
3/4/1961,W2,0
3/4/1961,W3,0
3/4/1961,W4,0
3/5/1961,W1,2.5
3/5/1961,W2,2.5
3/5/1961,W3,2.5
3/5/1961,W4,1.8
3/6/1961,W1,7.6
3/6/1961,W2,7.6
3/6/1961,W3,7.9
3/6/1961,W4,6.6
3/7/1961,W1,1.5
3/7/1961,W2,1.5
3/7/1961,W3,1.5
3/7/1961,W4,1.3
3/8/1961,W1,1
3/8/1961,W2,1.3
3/8/1961,W3,1.3
3/8/1961,W4,1
3/9/1961,W1,13.7
3/9/1961,W2,14
3/9/1961,W3,14.5
3/9/1961,W4,14.2
3/10/1961,W1,0
3/10/1961,W2,0
3/10/1961,W3,0
3/10/1961,W4,0
3/11/1961,W1,0
3/11/1961,W2,0
3/11/1961,W3,0
3/11/1961,W4,0
3/12/1961,W1,0
3/12/1961,W2,0
3/12/1961,W3,0
3/12/1961,W4,0
3/13/1961,W1,0
3/13/1961,W2,0
3/13/1961,W3,0
3/13/1961,W4,0
3/14/1961,W1,13.2
3/14/1961,W2,13.5
3/14/1961,W3,13.7
3/14/1961,W4,10.9
3/15/1961,W1,2
3/15/1961,W2,2.3
3/15/1961,W3,2.3
3/15/1961,W4,2.8
3/16/1961,W1,1.5
3/16/1961,W2,1.8
3/16/1961,W3,1.8
3/16/1961,W4,3
3/17/1961,W1,0.5
3/17/1961,W2,0.5
3/17/1961,W3,0.5
3/17/1961,W4,0
3/18/1961,W1,0
3/18/1961,W2,0
3/18/1961,W3,0
3/18/1961,W4,0
3/19/1961,W1,0
3/19/1961,W2,0
3/19/1961,W3,0
3/19/1961,W4,0
3/20/1961,W1,0
3/20/1961,W2,0
3/20/1961,W3,0
3/20/1961,W4,0
3/21/1961,W1,0
3/21/1961,W2,0
3/21/1961,W3,0
3/21/1961,W4,0
3/22/1961,W1,0
3/22/1961,W2,0
3/22/1961,W3,0
3/22/1961,W4,0
3/23/1961,W1,0
3/23/1961,W2,0
3/23/1961,W3,0
3/23/1961,W4,0
3/24/1961,W1,0
3/24/1961,W2,0
3/24/1961,W3,0
3/24/1961,W4,0
3/25/1961,W1,0
3/25/1961,W2,0
3/25/1961,W3,0
3/25/1961,W4,0
3/26/1961,W1,0
3/26/1961,W2,0
3/26/1961,W3,0
3/26/1961,W4,0
3/27/1961,W1,0
3/27/1961,W2,0
3/27/1961,W3,0
3/27/1961,W4,0
3/28/1961,W1,1
3/28/1961,W2,1
3/28/1961,W3,1
3/28/1961,W4,2
3/29/1961,W1,8.6
3/29/1961,W2,8.6
3/29/1961,W3,8.9
3/29/1961,W4,6.1
3/30/1961,W1,1.3
3/30/1961,W2,1.3
3/30/1961,W3,1.3
3/30/1961,W4,1.3
3/31/1961,W1,0
3/31/1961,W2,0
3/31/1961,W3,0
3/31/1961,W4,0
4/1/1961,W1,14
4/1/1961,W2,14.2
4/1/1961,W3,14.5
4/1/1961,W4,17.8
4/2/1961,W1,5.1
4/2/1961,W2,5.3
4/2/1961,W3,5.3
4/2/1961,W4,2.5
4/3/1961,W1,1.8
4/3/1961,W2,2
4/3/1961,W3,2
4/3/1961,W4,2.3
4/4/1961,W1,0
4/4/1961,W2,0
4/4/1961,W3,0
4/4/1961,W4,0
4/5/1961,W1,0
4/5/1961,W2,0
4/5/1961,W3,0
4/5/1961,W4,0
4/6/1961,W1,0
4/6/1961,W2,0
4/6/1961,W3,0
4/6/1961,W4,0
4/7/1961,W1,0.3
4/7/1961,W2,0.3
4/7/1961,W3,0.3
4/7/1961,W4,0.5
4/8/1961,W1,0.5
4/8/1961,W2,0.5
4/8/1961,W3,0.5
4/8/1961,W4,0.5
4/9/1961,W1,0
4/9/1961,W2,0
4/9/1961,W3,0
4/9/1961,W4,0
4/10/1961,W1,14.7
4/10/1961,W2,15
4/10/1961,W3,15
4/10/1961,W4,14.7
4/11/1961,W1,3.8
4/11/1961,W2,4.1
4/11/1961,W3,4.1
4/11/1961,W4,4.8
4/12/1961,W1,0
4/12/1961,W2,0
4/12/1961,W3,0
4/12/1961,W4,0
4/13/1961,W1,7.1
4/13/1961,W2,7.4
4/13/1961,W3,7.4
4/13/1961,W4,7.9
4/14/1961,W1,5.6
4/14/1961,W2,5.8
4/14/1961,W3,5.8
4/14/1961,W4,4.8
4/15/1961,W1,0
4/15/1961,W2,0
4/15/1961,W3,0
4/15/1961,W4,0.5
4/16/1961,W1,20.6
4/16/1961,W2,21.1
4/16/1961,W3,21.1
4/16/1961,W4,12.7
4/17/1961,W1,0.5
4/17/1961,W2,0.5
4/17/1961,W3,0.5
4/17/1961,W4,5.6
4/18/1961,W1,8.1
4/18/1961,W2,8.1
4/18/1961,W3,7.9
4/18/1961,W4,10.4
4/19/1961,W1,1.3
4/19/1961,W2,1.3
4/19/1961,W3,1.3
4/19/1961,W4,1
4/20/1961,W1,0
4/20/1961,W2,0
4/20/1961,W3,0
4/20/1961,W4,0
4/21/1961,W1,0
4/21/1961,W2,0
4/21/1961,W3,0
4/21/1961,W4,0
4/22/1961,W1,7.1
4/22/1961,W2,7.1
4/22/1961,W3,7.1
4/22/1961,W4,7.9
4/23/1961,W1,17.3
4/23/1961,W2,17.5
4/23/1961,W3,17
4/23/1961,W4,16
4/24/1961,W1,0
4/24/1961,W2,0
4/24/1961,W3,0
4/24/1961,W4,0
4/25/1961,W1,0
4/25/1961,W2,0
4/25/1961,W3,0
4/25/1961,W4,0.3
4/26/1961,W1,13.5
4/26/1961,W2,13.7
4/26/1961,W3,13.7
4/26/1961,W4,13.5
4/27/1961,W1,0
4/27/1961,W2,0
4/27/1961,W3,0
4/27/1961,W4,0
4/28/1961,W1,0
4/28/1961,W2,0
4/28/1961,W3,0
4/28/1961,W4,0
4/29/1961,W1,0
4/29/1961,W2,0
4/29/1961,W3,0
4/29/1961,W4,0
4/30/1961,W1,0
4/30/1961,W2,0
4/30/1961,W3,0
4/30/1961,W4,0
5/1/1961,W1,0
5/1/1961,W2,0
5/1/1961,W3,0
5/1/1961,W4,0
5/2/1961,W1,10.4
5/2/1961,W2,10.4
5/2/1961,W3,10.4
5/2/1961,W4,4.1
5/3/1961,W1,5.1
5/3/1961,W2,5.1
5/3/1961,W3,5.1
5/3/1961,W4,12.4
5/4/1961,W1,0
5/4/1961,W2,0
5/4/1961,W3,0
5/4/1961,W4,0
5/5/1961,W1,0
5/5/1961,W2,0
5/5/1961,W3,0
5/5/1961,W4,0
5/6/1961,W1,0
5/6/1961,W2,0
5/6/1961,W3,0
5/6/1961,W4,0
5/7/1961,W1,6.3
5/7/1961,W2,6.3
5/7/1961,W3,6.3
5/7/1961,W4,4.8
5/8/1961,W1,0
5/8/1961,W2,0
5/8/1961,W3,0
5/8/1961,W4,0.5
5/9/1961,W1,17.5
5/9/1961,W2,17.5
5/9/1961,W3,17.3
5/9/1961,W4,15.2
5/10/1961,W1,0
5/10/1961,W2,0
5/10/1961,W3,0
5/10/1961,W4,0.5
5/11/1961,W1,0
5/11/1961,W2,0
5/11/1961,W3,0
5/11/1961,W4,0
5/12/1961,W1,0
5/12/1961,W2,0
5/12/1961,W3,0
5/12/1961,W4,0
5/13/1961,W1,0
5/13/1961,W2,0
5/13/1961,W3,0
5/13/1961,W4,0
5/14/1961,W1,0
5/14/1961,W2,0
5/14/1961,W3,0
5/14/1961,W4,0
5/15/1961,W1,0.8
5/15/1961,W2,0.8
5/15/1961,W3,0.8
5/15/1961,W4,0
5/16/1961,W1,3.8
5/16/1961,W2,3.8
5/16/1961,W3,3.8
5/16/1961,W4,2.8
5/17/1961,W1,0
5/17/1961,W2,0
5/17/1961,W3,0
5/17/1961,W4,0
5/18/1961,W1,0
5/18/1961,W2,0
5/18/1961,W3,0
5/18/1961,W4,0
5/19/1961,W1,0
5/19/1961,W2,0
5/19/1961,W3,0
5/19/1961,W4,0
5/20/1961,W1,0
5/20/1961,W2,0
5/20/1961,W3,0
5/20/1961,W4,0
5/21/1961,W1,10.7
5/21/1961,W2,10.7
5/21/1961,W3,10.9
5/21/1961,W4,12.2
5/22/1961,W1,3.6
5/22/1961,W2,3.6
5/22/1961,W3,3.6
5/22/1961,W4,2.3
5/23/1961,W1,0
5/23/1961,W2,0
5/23/1961,W3,0
5/23/1961,W4,0
5/24/1961,W1,0.8
5/24/1961,W2,0.8
5/24/1961,W3,0.5
5/24/1961,W4,0.5
5/25/1961,W1,0
5/25/1961,W2,0
5/25/1961,W3,0
5/25/1961,W4,0
5/26/1961,W1,15.7
5/26/1961,W2,16
5/26/1961,W3,15.7
5/26/1961,W4,15.7
5/27/1961,W1,10.4
5/27/1961,W2,10.4
5/27/1961,W3,10.4
5/27/1961,W4,10.9
5/28/1961,W1,0
5/28/1961,W2,0
5/28/1961,W3,0
5/28/1961,W4,0
5/29/1961,W1,0
5/29/1961,W2,0
5/29/1961,W3,0
5/29/1961,W4,0
5/30/1961,W1,0
5/30/1961,W2,0
5/30/1961,W3,0
5/30/1961,W4,0
5/31/1961,W1,0
5/31/1961,W2,0
5/31/1961,W3,0
5/31/1961,W4,0
6/1/1961,W1,0
6/1/1961,W2,0
6/1/1961,W3,0
6/1/1961,W4,0
6/2/1961,W1,16.3
6/2/1961,W2,16.3
6/2/1961,W3,16.5
6/2/1961,W4,16.3
6/3/1961,W1,0
6/3/1961,W2,0
6/3/1961,W3,0
6/3/1961,W4,0
6/4/1961,W1,0
6/4/1961,W2,0
6/4/1961,W3,0
6/4/1961,W4,0
6/5/1961,W1,0
6/5/1961,W2,0
6/5/1961,W3,0
6/5/1961,W4,0
6/6/1961,W1,0
6/6/1961,W2,0
6/6/1961,W3,0
6/6/1961,W4,0
6/7/1961,W1,0
6/7/1961,W2,0
6/7/1961,W3,0
6/7/1961,W4,0
6/8/1961,W1,3.6
6/8/1961,W2,3.8
6/8/1961,W3,3.6
6/8/1961,W4,3.6
6/9/1961,W1,0
6/9/1961,W2,0
6/9/1961,W3,0
6/9/1961,W4,0
6/10/1961,W1,10.9
6/10/1961,W2,10.9
6/10/1961,W3,10.4
6/10/1961,W4,10.7
6/11/1961,W1,0
6/11/1961,W2,0
6/11/1961,W3,0
6/11/1961,W4,0
6/12/1961,W1,0
6/12/1961,W2,0
6/12/1961,W3,0
6/12/1961,W4,0
6/13/1961,W1,12.2
6/13/1961,W2,12.2
6/13/1961,W3,12.4
6/13/1961,W4,11.9
6/14/1961,W1,1.8
6/14/1961,W2,1.8
6/14/1961,W3,1.8
6/14/1961,W4,1.8
6/15/1961,W1,0
6/15/1961,W2,0
6/15/1961,W3,0
6/15/1961,W4,0
6/16/1961,W1,0
6/16/1961,W2,0
6/16/1961,W3,0
6/16/1961,W4,0
6/17/1961,W1,0
6/17/1961,W2,0
6/17/1961,W3,0
6/17/1961,W4,0
6/18/1961,W1,0
6/18/1961,W2,0
6/18/1961,W3,0
6/18/1961,W4,0
6/19/1961,W1,0
6/19/1961,W2,0
6/19/1961,W3,0
6/19/1961,W4,0
6/20/1961,W1,0
6/20/1961,W2,0
6/20/1961,W3,0
6/20/1961,W4,0
6/21/1961,W1,22.9
6/21/1961,W2,23.4
6/21/1961,W3,22.4
6/21/1961,W4,25.1
6/22/1961,W1,25.9
6/22/1961,W2,26.2
6/22/1961,W3,25.1
6/22/1961,W4,22.9
6/23/1961,W1,0.5
6/23/1961,W2,0.5
6/23/1961,W3,0.5
6/23/1961,W4,0
6/24/1961,W1,2.5
6/24/1961,W2,2.8
6/24/1961,W3,2.5
6/24/1961,W4,3.6
6/25/1961,W1,3.8
6/25/1961,W2,4.1
6/25/1961,W3,3.8
6/25/1961,W4,3.8
6/26/1961,W1,0
6/26/1961,W2,0
6/26/1961,W3,0
6/26/1961,W4,0.3
6/27/1961,W1,0
6/27/1961,W2,0
6/27/1961,W3,0
6/27/1961,W4,0
6/28/1961,W1,0
6/28/1961,W2,0
6/28/1961,W3,0
6/28/1961,W4,0
6/29/1961,W1,0
6/29/1961,W2,0
6/29/1961,W3,0
6/29/1961,W4,0
6/30/1961,W1,0
6/30/1961,W2,0
6/30/1961,W3,0
6/30/1961,W4,0
7/1/1961,W1,0.3
7/1/1961,W2,0.3
7/1/1961,W3,0.3
7/1/1961,W4,0
7/2/1961,W1,28.7
7/2/1961,W2,28.7
7/2/1961,W3,28.4
7/2/1961,W4,29.5
7/3/1961,W1,6.6
7/3/1961,W2,6.9
7/3/1961,W3,6.9
7/3/1961,W4,6.3
7/4/1961,W1,0
7/4/1961,W2,0
7/4/1961,W3,0
7/4/1961,W4,0
7/5/1961,W1,0
7/5/1961,W2,0
7/5/1961,W3,0
7/5/1961,W4,0
7/6/1961,W1,0
7/6/1961,W2,0
7/6/1961,W3,0
7/6/1961,W4,0
7/7/1961,W1,1.8
7/7/1961,W2,1.8
7/7/1961,W3,1.8
7/7/1961,W4,2.8
7/8/1961,W1,1.5
7/8/1961,W2,1.5
7/8/1961,W3,1.5
7/8/1961,W4,1
7/9/1961,W1,8.4
7/9/1961,W2,8.4
7/9/1961,W3,8.6
7/9/1961,W4,9.9
7/10/1961,W1,1.3
7/10/1961,W2,1.3
7/10/1961,W3,1.3
7/10/1961,W4,1.3
7/11/1961,W1,0
7/11/1961,W2,0
7/11/1961,W3,0
7/11/1961,W4,0
7/12/1961,W1,0
7/12/1961,W2,0
7/12/1961,W3,0
7/12/1961,W4,0
7/13/1961,W1,0
7/13/1961,W2,0
7/13/1961,W3,0
7/13/1961,W4,0
7/14/1961,W1,4.3
7/14/1961,W2,4.3
7/14/1961,W3,4.3
7/14/1961,W4,4.6
7/15/1961,W1,1.8
7/15/1961,W2,2
7/15/1961,W3,1.8
7/15/1961,W4,2.5
7/16/1961,W1,13.7
7/16/1961,W2,14
7/16/1961,W3,13.7
7/16/1961,W4,13
7/17/1961,W1,3.6
7/17/1961,W2,3.8
7/17/1961,W3,3.6
7/17/1961,W4,4.8
7/18/1961,W1,0
7/18/1961,W2,0
7/18/1961,W3,0
7/18/1961,W4,0
7/19/1961,W1,4.1
7/19/1961,W2,4.1
7/19/1961,W3,4.1
7/19/1961,W4,2.8
7/20/1961,W1,1.3
7/20/1961,W2,1.5
7/20/1961,W3,1.5
7/20/1961,W4,1.3
7/21/1961,W1,1.5
